Date / Time,Temperature [C],DissolvedOxygen [mg/l],Turbidity [NTU],pH [Units],OxidationReductionPotential [mV ],SpecificConductivity [µs/cm]
10/14/2014 18:50,17.26,6.48,2.6,8.32,442,718
10/14/2014 18:53,17.26,6.37,2.6,8.32,442,718
10/14/2014 18:56,17.25,6.39,2.6,8.32,447,718
10/14/2014 18:59,17.25,6.28,2.6,8.32,450,718
10/14/2014 19:02,17.25,6.46,2.6,8.32,455,719
10/14/2014 19:05,17.27,6.4,2.6,8.32,457,719
10/14/2014 19:08,17.25,6.34,2.8,8.32,458,719
10/14/2014 19:11,17.25,6.59,3,8.32,457,719
10/14/2014 19:14,17.25,6.38,2.7,8.32,460,718
10/14/2014 19:17,17.24,6.46,2.7,8.32,457,719
10/14/2014 19:20,17.25,6.44,2.9,8.33,459,718
10/14/2014 19:23,17.24,6.48,2.8,8.32,457,719
10/14/2014 19:26,17.24,6.33,2.8,8.32,452,719
10/14/2014 19:29,17.24,6.28,2.8,8.32,453,719
10/14/2014 19:32,17.24,6.69,3.3,8.32,459,720
10/14/2014 19:35,17.24,6.4,3.3,8.32,460,720
10/14/2014 19:38,17.24,6.41,3.1,8.32,455,719
10/14/2014 19:41,17.24,6.42,3,8.32,456,719
10/14/2014 19:44,17.24,6.36,3,8.32,455,719
10/14/2014 19:47,17.23,6.46,2.8,8.32,457,720
10/14/2014 19:50,17.23,6.62,2.9,8.33,456,720
10/14/2014 19:53,17.23,6.42,2.6,8.32,451,720
10/14/2014 19:56,17.24,6.46,2.7,8.32,441,720
10/14/2014 19:59,17.23,6.42,2.8,8.33,435,720
10/14/2014 20:02,17.23,6.44,2.6,8.33,446,720
10/14/2014 20:05,17.23,6.55,2.8,8.33,449,720
10/14/2014 20:08,17.23,6.46,2.6,8.33,448,720
10/14/2014 20:11,17.23,6.36,2.9,8.32,453,721
10/14/2014 20:14,17.23,6.41,2.9,8.33,448,721
10/14/2014 20:17,17.24,6.54,2.9,8.33,449,721
10/14/2014 20:20,17.23,6.42,2.8,8.33,443,721
10/14/2014 20:23,17.23,6.45,2.9,8.32,447,721
10/14/2014 20:26,17.22,6.55,2.8,8.32,445,721
10/14/2014 20:29,17.22,6.5,2.9,8.32,263,721
10/14/2014 20:32,17.22,6.45,2.8,8.32,385,721
10/14/2014 20:35,17.23,6.36,2.8,8.32,321,721
10/14/2014 20:38,17.22,6.49,2.7,8.32,316,721
10/14/2014 20:41,17.21,6.43,2.8,8.31,383,722
10/14/2014 20:44,17.21,6.38,2.9,8.32,418,722
10/14/2014 20:47,17.22,6.38,2.6,8.31,418,722
10/14/2014 20:50,17.22,6.34,2.7,8.31,425,722
10/14/2014 20:53,17.21,6.45,2.6,8.32,436,722
10/14/2014 20:56,17.21,6.37,2.5,8.31,436,721
10/14/2014 20:59,17.21,6.3,2.6,8.31,338,722
10/14/2014 21:02,17.21,6.41,2.5,8.31,411,722
10/14/2014 21:05,17.21,6.55,2.6,8.32,404,722
10/14/2014 21:08,17.21,6.38,2.6,8.32,261,722
10/14/2014 21:11,17.21,6.5,2.5,8.32,390,723
10/14/2014 21:14,17.21,6.32,2.5,8.32,395,723
10/14/2014 21:17,17.21,6.38,2.6,8.32,424,723
10/14/2014 21:20,17.2,6.6,2.7,8.32,374,723
10/14/2014 21:23,17.2,6.43,2.6,8.32,408,723
10/14/2014 21:26,17.2,6.5,2.6,8.33,429,723
10/14/2014 21:29,17.21,6.38,2.6,8.33,358,723
10/14/2014 21:32,17.21,6.41,2.6,8.32,413,723
10/14/2014 21:35,17.21,6.41,2.5,8.32,420,723
10/14/2014 21:38,17.2,6.42,2.6,8.32,427,723
10/14/2014 21:41,17.19,6.47,2.5,8.32,439,723
10/14/2014 21:44,17.19,6.47,2.6,8.32,446,724
10/14/2014 21:47,17.19,6.51,2.5,8.32,422,724
10/14/2014 21:50,17.2,6.27,2.4,8.33,432,724
10/14/2014 21:53,17.2,6.43,2.7,8.33,441,724
10/14/2014 21:56,17.2,6.46,2.5,8.33,436,724
10/14/2014 21:59,17.2,6.48,2.7,8.33,438,724
10/14/2014 22:02,17.2,6.29,2.5,8.33,445,724
10/14/2014 22:05,17.2,6.39,2.5,8.33,447,724
10/14/2014 22:08,17.18,6.43,2.5,8.33,451,724
10/14/2014 22:11,17.19,6.44,2.5,8.33,453,724
10/14/2014 22:14,17.19,6.36,2.6,8.34,450,723
10/14/2014 22:17,17.2,6.48,2.5,8.34,450,723
10/14/2014 22:20,17.2,6.4,2.8,8.33,448,722
10/14/2014 22:23,17.19,6.52,3,8.33,450,721
10/14/2014 22:26,17.2,6.46,3.4,8.33,448,721
10/14/2014 22:29,17.21,6.33,3.4,8.33,450,720
10/14/2014 22:32,17.23,6.36,3.3,8.32,450,718
10/14/2014 22:35,17.24,6.32,3.4,8.32,449,716
10/14/2014 22:38,17.24,6.39,3.5,8.32,454,714
10/14/2014 22:41,17.23,6.33,3.2,8.32,456,713
10/14/2014 22:44,17.24,6.35,3.4,8.31,450,712
10/14/2014 22:47,17.23,6.32,3.4,8.31,450,712
10/14/2014 22:50,17.23,6.26,3.2,8.31,450,711
10/14/2014 22:53,17.23,6.34,3.2,8.3,450,710
10/14/2014 22:56,17.24,6.38,4.5,8.3,447,704
10/14/2014 22:59,17.26,6.45,5.3,8.3,445,695
10/14/2014 23:02,17.28,6.42,5.6,8.3,447,690
10/14/2014 23:05,17.29,6.37,6,8.29,452,686
10/14/2014 23:08,17.28,6.38,5.4,8.29,445,686
10/14/2014 23:11,17.29,6.35,5,8.29,446,685
10/14/2014 23:14,17.29,6.4,5.5,8.28,443,684
10/14/2014 23:17,17.3,6.26,6.2,8.28,440,682
10/14/2014 23:20,17.32,6.25,7.1,8.27,437,680
10/14/2014 23:23,17.32,6.35,7.4,8.27,438,681
10/14/2014 23:26,17.32,6.32,7.8,8.26,440,682
10/14/2014 23:29,17.31,6.27,9,8.26,430,682
10/14/2014 23:32,17.31,6.31,9.7,8.26,433,682
10/14/2014 23:35,17.3,6.39,9.8,8.26,438,682
10/14/2014 23:38,17.3,6.33,10.1,8.26,444,684
10/14/2014 23:41,17.29,6.36,10.3,8.26,418,685
10/14/2014 23:44,17.28,6.36,10.4,8.25,423,686
10/14/2014 23:47,17.27,6.32,10.6,8.25,428,687
10/14/2014 23:50,17.28,6.3,10.7,8.25,433,685
10/14/2014 23:53,17.28,6.39,10.6,8.25,443,681
10/14/2014 23:56,17.34,6.46,13.8,8.26,426,655
10/14/2014 23:59,17.52,6.78,19.6,8.28,433,585
10/15/2014 0:02,17.67,7.13,20.3,8.29,441,518
10/15/2014 0:05,18.14,6.86,22.1,8.27,448,433
10/15/2014 0:08,18.22,7.05,30.7,8.28,452,397
10/15/2014 0:11,18.17,7.04,46.9,8.27,456,392
10/15/2014 0:14,18.04,6.95,41.1,8.25,459,435
10/15/2014 0:17,17.94,6.89,38.5,8.21,465,503
10/15/2014 0:20,17.87,6.95,41.4,8.19,467,535
10/15/2014 0:23,17.85,6.96,48.5,8.19,467,531
10/15/2014 0:26,17.87,6.94,51.9,8.2,466,504
10/15/2014 0:29,17.89,6.96,51.7,8.2,465,470
10/15/2014 0:32,17.9,6.94,52.4,8.19,407,449
10/15/2014 0:35,17.9,6.98,50.7,8.18,434,455
10/15/2014 0:38,17.86,6.95,47.3,8.19,447,485
10/15/2014 0:41,17.8,6.93,40.5,8.21,453,514
10/15/2014 0:44,17.76,6.92,35.8,8.23,456,514
10/15/2014 0:47,17.78,7.04,32.1,8.25,458,485
10/15/2014 0:50,17.99,7.21,33.1,8.3,459,393
10/15/2014 0:53,18.32,7.39,33.4,8.33,457,303
10/15/2014 0:56,18.35,7.36,43.4,8.32,459,291
10/15/2014 0:59,18.25,7.4,51.8,8.32,462,309
10/15/2014 1:02,18.26,7.32,72,8.32,463,287
10/15/2014 1:05,18.32,7.49,95.7,8.32,461,251
10/15/2014 1:08,18.36,7.53,86.8,8.29,463,232
10/15/2014 1:11,18.26,7.8,76.7,8.32,460,172
10/15/2014 1:14,18.28,7.94,68.3,8.35,455,119
10/15/2014 1:17,18.25,7.95,100.3,8.33,461,137
10/15/2014 1:20,18.28,7.97,168.6,8.38,458,105
10/15/2014 1:23,18.25,7.93,191.9,8.35,458,108
10/15/2014 1:26,18.18,7.85,141.8,8.33,464,129
10/15/2014 1:29,18.07,7.77,139.2,8.3,468,158
10/15/2014 1:32,18.13,7.76,133.6,8.33,465,124
10/15/2014 1:35,18.13,7.8,114.2,8.34,465,104
10/15/2014 1:38,18.1,7.73,120.7,8.29,469,108
10/15/2014 1:41,18.07,7.71,137.8,8.25,472,110
10/15/2014 1:44,18.04,7.67,132.6,8.21,475,113
10/15/2014 1:47,18.01,7.65,120.2,8.21,478,113
10/15/2014 1:50,17.96,7.7,104.3,8.2,479,109
10/15/2014 1:53,17.81,7.83,86,8.22,479,93
10/15/2014 1:56,17.55,7.96,67.4,8.25,478,78
10/15/2014 1:59,17.45,8,65.6,8.2,481,76
10/15/2014 2:02,17.38,8.05,70.8,8.19,483,73
10/15/2014 2:05,17.38,8.03,72.4,8.22,483,75
10/15/2014 2:08,17.39,7.98,68.6,8.22,486,87
10/15/2014 2:11,17.35,7.98,68.9,8.21,488,100
10/15/2014 2:14,17.26,8.01,66.5,8.22,488,93
10/15/2014 2:17,17.17,8.03,59.5,8.21,488,90
10/15/2014 2:20,17.15,7.99,72.6,8.2,489,91
10/15/2014 2:23,17.16,7.99,76.8,8.16,491,91
10/15/2014 2:26,17.15,7.95,73.6,8.18,490,87
10/15/2014 2:29,17.12,7.96,69.7,8.18,491,83
10/15/2014 2:32,17.09,7.93,63.9,8.17,492,81
10/15/2014 2:35,17.06,7.99,59.7,8.16,493,82
10/15/2014 2:38,17.03,7.95,56.5,8.15,495,86
10/15/2014 2:41,17.02,7.92,55.5,8.13,497,91
10/15/2014 2:44,17.02,7.91,54.8,8.13,499,97
10/15/2014 2:47,17.02,7.88,55,8.14,500,103
10/15/2014 2:50,17.03,7.89,55,8.13,502,108
10/15/2014 2:53,17.04,7.85,58.2,8.13,503,111
10/15/2014 2:56,17.05,7.79,58.8,8.1,504,113
10/15/2014 2:59,17.05,7.79,59.2,8.12,505,115
10/15/2014 3:02,17.06,7.76,58,8.11,506,118
10/15/2014 3:05,17.07,7.72,56,8.1,507,121
10/15/2014 3:08,17.07,7.72,54.6,8.09,508,126
10/15/2014 3:11,17.08,7.72,53.1,8.08,509,129
10/15/2014 3:14,17.08,7.69,52.5,8.06,511,134
10/15/2014 3:17,17.09,7.68,51.2,8.06,511,138
10/15/2014 3:20,17.09,7.66,49.1,8.07,512,140
10/15/2014 3:23,17.1,7.62,49.1,8.07,512,142
10/15/2014 3:26,17.1,7.64,47.9,8.07,513,145
10/15/2014 3:29,17.1,7.62,47.3,8.06,514,146
10/15/2014 3:32,17.1,7.6,46.3,8.07,514,149
10/15/2014 3:35,17.09,7.6,45.5,8.06,516,153
10/15/2014 3:38,17.09,7.59,44.9,8.07,516,156
10/15/2014 3:41,17.09,7.6,45.2,8.06,517,159
10/15/2014 3:44,17.08,7.54,44,8.06,517,164
10/15/2014 3:47,17.08,7.54,43.5,8.04,519,169
10/15/2014 3:50,17.06,7.52,43,8.04,519,175
10/15/2014 3:53,17.06,7.5,43,8.04,520,180
10/15/2014 3:56,17.05,7.5,52.7,8.03,521,186
10/15/2014 3:59,17.05,7.47,46.5,8.03,521,191
10/15/2014 4:02,17.03,7.47,45.3,8.04,522,197
10/15/2014 4:05,17.04,7.43,44.3,8.03,523,202
10/15/2014 4:08,17.03,7.38,42.7,8.03,522,207
10/15/2014 4:11,17.02,7.39,40.4,8.03,522,213
10/15/2014 4:14,17.01,7.4,40,8.03,523,217
10/15/2014 4:17,17,7.37,38.9,8.03,523,221
10/15/2014 4:20,17,7.37,38.3,8.03,524,225
10/15/2014 4:23,16.99,7.31,37.4,8.04,524,229
10/15/2014 4:26,16.98,7.25,38.3,8.04,524,232
10/15/2014 4:29,16.98,7.26,34.7,8.05,525,235
10/15/2014 4:32,16.97,7.25,34.8,8.05,525,238
10/15/2014 4:35,16.97,7.35,33.9,8.05,526,242
10/15/2014 4:38,16.96,7.37,33.7,8.05,526,244
10/15/2014 4:41,16.97,7.35,31.9,8.05,526,246
10/15/2014 4:44,16.96,7.35,31.1,8.05,526,249
10/15/2014 4:47,16.95,7.3,31,8.05,527,249
10/15/2014 4:50,16.95,7.3,30.6,8.05,527,250
10/15/2014 4:53,16.94,7.4,29.8,8.05,527,249
10/15/2014 4:56,16.94,7.27,28.5,8.05,526,247
10/15/2014 4:59,16.95,7.37,27.6,8.06,526,243
10/15/2014 5:02,16.93,7.4,26.6,8.06,485,241
10/15/2014 5:05,16.91,7.49,27,8.05,499,240
10/15/2014 5:08,16.89,7.52,27.2,8.05,505,237
10/15/2014 5:11,16.86,7.57,26.4,8.04,509,236
10/15/2014 5:14,16.85,7.54,26,8.04,511,235
10/15/2014 5:17,16.83,7.49,26.3,8.04,513,236
10/15/2014 5:20,16.82,7.52,25.4,8.04,514,237
10/15/2014 5:23,16.82,7.54,25.6,8.04,515,237
10/15/2014 5:26,16.8,7.6,23.8,8.04,516,238
10/15/2014 5:29,16.8,7.52,23.2,8.04,516,241
10/15/2014 5:32,16.8,7.61,22.7,8.04,517,245
10/15/2014 5:35,16.79,7.53,22.8,8.04,517,247
10/15/2014 5:38,16.77,7.53,22.9,8.04,517,247
10/15/2014 5:41,16.75,7.52,21.9,8.06,516,245
10/15/2014 5:44,16.75,7.6,23,8.05,515,243
10/15/2014 5:47,16.75,7.61,21,8.05,515,242
10/15/2014 5:50,16.75,7.54,20.7,8.06,515,240
10/15/2014 5:53,16.74,7.65,20,8.05,516,241
10/15/2014 5:56,16.72,7.65,19.7,8.05,516,245
10/15/2014 5:59,16.71,7.62,19.8,8.05,517,250
10/15/2014 6:02,16.71,7.64,19.3,8.05,517,255
10/15/2014 6:05,16.7,7.58,19.3,8.06,518,259
10/15/2014 6:08,16.7,7.6,19.3,8.06,518,264
10/15/2014 6:11,16.69,7.57,19.3,8.06,518,268
10/15/2014 6:14,16.68,7.59,19.1,8.06,518,272
10/15/2014 6:17,16.68,7.6,18.9,8.06,518,275
10/15/2014 6:20,16.68,7.54,19,8.07,518,278
10/15/2014 6:23,16.68,7.58,18.4,8.06,518,280
10/15/2014 6:26,16.68,7.48,18.4,8.06,518,282
10/15/2014 6:29,16.67,7.5,18.3,8.05,519,282
10/15/2014 6:32,16.67,7.51,18.5,8.05,519,284
10/15/2014 6:35,16.66,7.47,18.4,8.05,519,285
10/15/2014 6:38,16.66,7.42,18.1,8.06,519,287
10/15/2014 6:41,16.65,7.47,17.8,8.05,519,289
10/15/2014 6:44,16.64,7.42,17.7,8.05,520,293
10/15/2014 6:47,16.64,7.42,18.2,8.05,520,297
10/15/2014 6:50,16.63,7.34,18,8.06,521,300
10/15/2014 6:53,16.63,7.37,18,8.06,521,304
10/15/2014 6:56,16.62,7.31,17.8,8.06,522,308
10/15/2014 6:59,16.61,7.29,17.9,8.06,523,312
10/15/2014 7:02,16.61,7.24,18,8.06,523,316
10/15/2014 7:05,16.61,7.21,17.4,8.06,524,319
10/15/2014 7:08,16.61,7.27,17.3,8.06,525,323
10/15/2014 7:11,16.6,7.3,17.2,8.06,526,326
10/15/2014 7:14,16.59,7.31,17.1,8.06,526,329
10/15/2014 7:17,16.59,7.29,17,8.07,527,332
10/15/2014 7:20,16.58,7.23,17.1,8.07,527,335
10/15/2014 7:23,16.58,7.13,17.4,8.07,528,338
10/15/2014 7:26,16.58,7.18,16.9,8.07,528,341
10/15/2014 7:29,16.58,7.22,16.9,8.07,529,344
10/15/2014 7:32,16.58,7.22,16.6,8.07,529,347
10/15/2014 7:35,16.57,7.13,16.8,8.07,529,350
10/15/2014 7:38,16.57,7.19,16.6,8.07,529,353
10/15/2014 7:41,16.56,7.15,16.9,8.08,529,357
10/15/2014 7:44,16.55,7.24,16.7,8.09,529,361
10/15/2014 7:47,16.55,7.16,16.8,8.09,530,364
10/15/2014 7:50,16.55,7.14,16.8,8.09,530,367
10/15/2014 7:53,16.55,7.17,18.4,8.1,530,370
10/15/2014 7:56,16.55,7.17,20.3,8.1,530,374
10/15/2014 7:59,16.54,7.17,18.4,8.1,530,377
10/15/2014 8:02,16.54,7.11,17.5,8.1,530,380
10/15/2014 8:05,16.54,7.19,16.7,8.11,530,383
10/15/2014 8:08,16.53,7.17,17.2,8.11,530,385
10/15/2014 8:11,16.53,7.13,16.2,8.11,530,388
10/15/2014 8:14,16.52,7.08,17.3,8.12,530,392
10/15/2014 8:17,16.52,7.18,17.2,8.12,530,394
10/15/2014 8:20,16.52,7.18,17,8.12,530,397
10/15/2014 8:23,16.52,7.11,16.7,8.12,530,400
10/15/2014 8:26,16.52,7.19,16.7,8.12,530,402
10/15/2014 8:29,16.52,7.1,15.6,8.12,531,405
10/15/2014 8:32,16.51,7.05,15.8,8.13,531,407
10/15/2014 8:35,16.51,7.2,15.3,8.13,531,410
10/15/2014 8:38,16.5,7.03,15.5,8.13,531,413
10/15/2014 8:41,16.5,7.08,15.6,8.13,531,416
10/15/2014 8:44,16.5,7.14,15.9,8.14,530,418
10/15/2014 8:47,16.5,7.1,15.6,8.14,530,420
10/15/2014 8:50,16.5,7.08,15.7,8.14,531,423
10/15/2014 8:53,16.5,7.04,16.8,8.14,530,424
10/15/2014 8:56,16.5,7.18,16.2,8.15,530,427
10/15/2014 8:59,16.5,7.09,15,8.15,530,429
10/15/2014 9:02,16.49,7.12,15.7,8.15,531,431
10/15/2014 9:05,16.49,7.17,14.9,8.15,531,433
10/15/2014 9:08,16.49,7.1,14.8,8.16,531,434
10/15/2014 9:11,16.49,7.11,14.8,8.15,531,438
10/15/2014 9:14,16.49,7.12,14.5,8.16,531,440
10/15/2014 9:17,16.48,7.11,14.8,8.16,531,442
10/15/2014 9:20,16.48,7.15,16.4,8.16,532,443
10/15/2014 9:23,16.48,7.06,16.5,8.16,532,445
10/15/2014 9:26,16.48,7.16,15.6,8.16,531,447
10/15/2014 9:29,16.47,7.12,17.6,8.16,531,449
10/15/2014 9:32,16.47,7.13,16.2,8.16,532,451
10/15/2014 9:35,16.47,7.1,16.2,8.16,532,452
10/15/2014 9:38,16.47,7.14,14.7,8.17,531,454
10/15/2014 9:41,16.46,7.07,13.5,8.17,531,456
10/15/2014 9:44,16.46,7.06,13,8.17,530,457
10/15/2014 9:47,16.46,7.07,13.1,8.17,530,459
10/15/2014 9:50,16.46,7.2,12.9,8.18,530,461
10/15/2014 9:53,16.46,7.18,12.8,8.18,453,463
10/15/2014 9:56,16.47,7.16,12.6,8.18,476,465
10/15/2014 9:59,16.47,7.15,12.4,8.18,488,467
10/15/2014 10:02,16.47,7.14,12.6,8.19,495,468
10/15/2014 10:05,16.47,7.19,12.5,8.19,499,470
10/15/2014 10:08,16.47,7.09,12.1,8.19,504,472
10/15/2014 10:11,16.47,7.21,12.2,8.2,507,474
10/15/2014 10:14,16.47,7.12,12.1,8.2,510,476
10/15/2014 10:17,16.46,7.26,12,8.2,512,477
10/15/2014 10:20,16.47,7.11,11.6,8.2,514,479
10/15/2014 10:23,16.47,7.15,12.1,8.2,516,480
10/15/2014 10:26,16.48,7.25,11.6,8.2,516,482
10/15/2014 10:29,16.48,7.19,11.6,8.2,518,483
10/15/2014 10:32,16.48,7.17,11.4,8.2,519,485
10/15/2014 10:35,16.48,7.17,11.5,8.2,519,486
10/15/2014 10:38,16.49,7.27,11.2,8.21,520,488
10/15/2014 10:41,16.51,7.23,11.5,8.21,520,490
10/15/2014 10:44,16.5,7.21,10.9,8.21,521,491
10/15/2014 10:47,16.5,7.14,11,8.22,522,492
10/15/2014 10:50,16.51,7.17,11,8.22,522,494
10/15/2014 10:53,16.51,7.3,11.8,8.22,523,495
10/15/2014 10:56,16.52,7.16,10.9,8.22,523,497
10/15/2014 10:59,16.53,7.21,10.8,8.22,523,498
10/15/2014 11:02,16.54,7.23,10.7,8.22,524,500
10/15/2014 11:05,16.53,7.21,10.6,8.22,525,504
10/15/2014 11:08,16.55,7.19,10.8,8.21,525,506
10/15/2014 11:11,16.56,7.22,10.7,8.22,525,508
10/15/2014 11:14,16.57,7.17,10.6,8.22,525,512
10/15/2014 11:17,16.58,7.1,10.7,8.22,483,518
10/15/2014 11:20,16.6,7.22,10.5,8.22,496,524
10/15/2014 11:23,16.6,7.14,10.4,8.22,503,529
10/15/2014 11:26,16.6,7.22,10.3,8.22,507,534
10/15/2014 11:29,16.6,7.14,10.5,8.22,510,537
10/15/2014 11:32,16.61,7.19,10.2,8.21,512,539
10/15/2014 11:35,16.61,7.26,10.3,8.22,514,541
10/15/2014 11:38,16.63,7.25,10,8.21,515,542
10/15/2014 11:41,16.65,7.13,10,8.22,516,543
10/15/2014 11:44,16.66,7.3,10,8.22,517,544
10/15/2014 11:47,16.65,7.14,9.9,8.22,518,544
10/15/2014 11:50,16.66,7.15,9.8,8.22,519,545
10/15/2014 11:53,16.68,7.16,9.6,8.22,519,546
10/15/2014 11:56,16.68,7.13,9.6,8.22,518,548
10/15/2014 11:59,16.69,7.17,9.4,8.22,519,549
10/15/2014 12:02,16.71,7.25,9.4,8.22,519,551
10/15/2014 12:05,16.71,7.18,9.4,8.22,519,553
10/15/2014 12:08,16.71,7.14,9.3,8.21,519,556
10/15/2014 12:11,16.71,7.18,9.2,8.2,519,558
10/15/2014 12:14,16.73,7.23,9.2,8.19,520,562
10/15/2014 12:17,16.73,7.13,9.2,8.18,520,565
10/15/2014 12:20,16.75,7.13,9.3,8.17,521,570
10/15/2014 12:23,16.76,7.03,9.1,8.14,521,575
10/15/2014 12:26,16.76,7.24,9,8.13,522,581
10/15/2014 12:29,16.77,7.19,9.2,8.1,522,587
10/15/2014 12:32,16.79,7.22,8.9,8.06,520,593
10/15/2014 12:35,16.8,7.19,9.2,8.04,518,599
10/15/2014 12:38,16.82,7.18,9.1,8,513,606
10/15/2014 12:41,16.85,7.08,9.1,7.96,507,614
10/15/2014 12:44,16.87,7.12,9.3,7.92,496,622
10/15/2014 12:47,16.9,7.18,9.2,7.88,485,628
10/15/2014 12:50,16.92,7.15,9.3,7.83,471,636
10/15/2014 12:53,16.94,7.22,9.4,7.8,461,642
10/15/2014 12:56,16.96,7.14,9.4,7.75,450,651
10/15/2014 12:59,16.98,7.2,9.3,7.7,441,657
10/15/2014 13:02,17,7.14,9.3,7.65,434,665
10/15/2014 13:05,17.01,7.02,9.4,7.6,430,671
10/15/2014 13:08,17.03,7.12,9.4,7.56,427,676
10/15/2014 13:11,17.05,7.15,9.6,7.51,423,682
10/15/2014 13:14,17.05,7.12,9.9,7.47,424,687
10/15/2014 13:17,17.05,7.08,9.7,7.42,424,692
10/15/2014 13:20,17.05,7.16,9.8,7.37,422,696
10/15/2014 13:23,17.05,7.11,9.7,7.33,423,699
10/15/2014 13:26,17.05,7.02,9.9,7.3,425,701
10/15/2014 13:29,17.05,7.05,10.1,7.26,427,703
10/15/2014 13:32,17.06,6.98,9.8,7.22,427,707
10/15/2014 13:35,17.07,7.01,10,7.12,433,725
10/15/2014 13:38,17.09,7.12,11.3,6.79,444,796
10/15/2014 13:41,17.11,6.86,12.6,6.2,476,885
10/15/2014 13:44,17.13,6.99,13.1,3.99,626,1093
10/15/2014 13:47,17.15,7.05,13.1,3.24,693,1389
10/15/2014 13:50,17.18,6.93,13.4,3.05,703,1620
10/15/2014 13:53,17.2,6.96,14,2.92,708,1803
10/15/2014 13:56,17.22,6.86,13.9,2.86,709,1890
10/15/2014 13:59,17.24,6.9,14,2.81,712,1965
10/15/2014 14:02,17.26,6.94,13.9,2.81,712,1946
10/15/2014 14:05,17.28,6.75,13.3,2.83,699,1880
10/15/2014 14:08,17.31,6.88,12.6,2.88,631,1779
10/15/2014 14:11,17.33,6.83,12,2.94,687,1670
10/15/2014 14:14,17.37,6.81,11.5,3.01,688,1535
10/15/2014 14:17,17.39,6.9,10.8,3.13,682,1367
10/15/2014 14:20,17.41,6.8,10.5,3.23,677,1262
10/15/2014 14:23,17.43,6.94,10.1,3.36,671,1153
10/15/2014 14:26,17.45,6.96,10,3.56,660,1031
10/15/2014 14:29,17.46,6.74,9.8,3.83,635,922
10/15/2014 14:32,17.48,6.87,9.5,4.47,609,810
10/15/2014 14:35,17.49,6.91,9.5,5.59,554,780
10/15/2014 14:38,17.51,7,9.2,6.04,531,761
10/15/2014 14:41,17.52,6.84,10.2,6.26,521,748
10/15/2014 14:44,17.52,6.86,8.9,6.44,514,737
10/15/2014 14:47,17.52,7.02,8.6,6.55,510,732
10/15/2014 14:50,17.53,6.97,8.3,6.65,506,726
10/15/2014 14:53,17.54,6.95,8.3,6.72,498,723
10/15/2014 14:56,17.56,6.82,8.3,6.77,503,719
10/15/2014 14:59,17.57,6.76,8,6.81,501,717
10/15/2014 15:02,17.58,6.98,8.1,6.85,498,714
10/15/2014 15:05,17.57,6.82,8,6.87,499,713
10/15/2014 15:08,17.58,6.85,7.6,6.89,498,713
10/15/2014 15:11,17.56,6.83,7.7,6.91,497,714
10/15/2014 15:14,17.55,6.88,8,6.93,497,714
10/15/2014 15:17,17.55,6.73,7.5,6.96,497,714
10/15/2014 15:20,17.56,6.9,7.5,6.98,496,714
10/15/2014 15:23,17.57,6.79,7.3,7,496,715
10/15/2014 15:26,17.58,6.86,7.3,7.01,495,715
10/15/2014 15:29,17.6,6.87,7.2,7.03,491,714
10/15/2014 15:32,17.59,6.77,7.1,7.05,493,714
10/15/2014 15:35,17.6,6.81,7.4,7.06,462,714
10/15/2014 15:38,17.59,6.84,7,7.08,483,714
10/15/2014 15:41,17.59,6.9,7.1,7.11,485,711
10/15/2014 15:44,17.58,6.84,7.2,7.16,486,703
10/15/2014 15:47,17.58,6.88,7.3,7.22,486,695
10/15/2014 15:50,17.56,6.75,9.1,7.29,485,685
10/15/2014 15:53,17.53,6.85,9.8,7.37,484,673
10/15/2014 15:56,17.5,6.87,8.8,7.45,483,665
10/15/2014 15:59,17.48,6.81,7.7,7.51,481,659
10/15/2014 16:02,17.48,6.78,7.2,7.57,482,653
10/15/2014 16:05,17.47,6.87,7,7.63,484,650
10/15/2014 16:08,17.46,6.84,6.4,7.69,429,644
10/15/2014 16:11,17.45,6.73,6.3,7.75,474,640
10/15/2014 16:14,17.42,6.91,6.5,7.81,480,637
10/15/2014 16:17,17.41,6.89,6.3,7.85,486,635
10/15/2014 16:20,17.39,6.89,6.2,7.89,491,633
10/15/2014 16:23,17.39,6.82,6.3,7.92,495,632
10/15/2014 16:26,17.37,6.87,6.3,7.96,497,630
10/15/2014 16:29,17.37,6.95,6.1,7.99,455,629
10/15/2014 16:32,17.36,6.97,5.9,8.02,474,629
10/15/2014 16:35,17.36,6.91,5.9,8.05,-36,628
10/15/2014 16:38,17.36,6.86,6,8.08,427,628
10/15/2014 16:41,17.36,6.92,5.9,8.1,458,628
10/15/2014 16:44,17.35,6.92,7.8,8.12,467,627
10/15/2014 16:47,17.34,6.91,5.7,8.14,478,627
10/15/2014 16:50,17.33,6.96,5.8,8.16,344,627
10/15/2014 16:53,17.32,6.79,6.1,8.17,446,627
10/15/2014 16:56,17.31,6.87,6.4,8.19,465,627
10/15/2014 16:59,17.3,6.98,6.5,8.2,474,628
10/15/2014 17:02,17.29,6.92,6.2,8.21,482,629
10/15/2014 17:05,17.29,6.88,5.9,8.22,482,629
10/15/2014 17:08,17.27,6.9,6.1,8.22,436,630
10/15/2014 17:11,17.26,6.86,6.6,8.23,475,630
10/15/2014 17:14,17.25,6.96,6,8.23,484,631
10/15/2014 17:17,17.24,6.94,5.7,8.24,462,632
10/15/2014 17:20,17.23,6.94,5.7,8.25,480,633
10/15/2014 17:23,17.22,6.92,5.9,8.25,486,633
